0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38
0;0;0;0;NaN;0;0;NaN;15.078.933.569.354;133.205.584.803.795;0;0;0;380.549.936.501.991;0.171774286486761;0;323.004.460.795.517;1;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;10628;misfire_05628;misfire;1
0;0;0;0;NaN;0;0;NaN;15.080.363.338.559;133.224.700.601.723;0;0;0;38.676.110.759.212;0.171815783219185;0;864.066.380.356.319;1;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;10629;misfire_05629;misfire;1
0;0;0;0;NaN;0;0;NaN;150.822.501.917.474;133.252.558.546.474;0;0;0;395.399.108.527.416;0.171868969877514;0;338.558.099.004.589;4;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;10630;misfire_05630;misfire;1
0;0;0;0;NaN;0;0;NaN;150.828.819.266.805;133.262.735.920.687;0;0;0;39.842.930.930.397;0.171886149293372;0;742.937.476.856.442;1;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;10631;misfire_05631;misfire;1
0;0;0;0;NaN;0;0;NaN;150.797.281.545.883;133.216.025.200.672;0;0;0;383.970.424.835.404;0.171797441024411;0;18.915.903.396.955;0;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;10632;misfire_05632;misfire;1
0;0;0;0;NaN;0;0;NaN;150.785.225.570.419;133.200.347.858.594;0;0;0;378.808.970.789.903;0.171762235743485;0;822.292.180.242.386;1;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;10633;misfire_05633;misfire;1
0;0;0;0;NaN;0;0;NaN;150.823.181.466.701;133.253.630.083.643;0;0;0;395.721.350.738.189;0.171870836626226;0;376.547.842.776.304;1;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;10634;misfire_05634;misfire;1
0;0;0;0;NaN;0;0;NaN;150.763.336.006.239;133.174.062.198.688;0;0;0;369.820.951.671.429;0.171697485325193;0;6.403.408.618.793;4;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;10635;misfire_05635;misfire;1
0;0;0;0;NaN;0;0;NaN;150.759.421.597.203;133.169.611.750.021;0;0;0;368.258.684.060.884;0.171685837564125;0;962.719.147.119.449;5;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;10636;misfire_05636;misfire;1
0;0;0;0;NaN;0;0;NaN;150.760.234.440.775;133.170.530.285.503;0;0;0;368.582.069.534.105;0.171688257436457;0;0.282475126058519;3;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;10637;misfire_05637;misfire;1
0;0;0;0;NaN;0;0;NaN;150.815.741.677.697;133.242.177.238.585;0;0;0;392.238.451.376.926;0.17185018857692;0;209.709.288.510.784;4;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;10638;misfire_05638;misfire;1
0;0;0;0;NaN;0;0;NaN;150.789.426.726.713;13.320.570.200.758;0;0;0;380.588.707.690.744;0.171774552875926;0;918.092.595.948.864;5;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;10639;misfire_05639;misfire;1
0;0;0;0;NaN;0;0;NaN;150.822.054.562.409;133.251.856.053.489;0;0;0;39.518.744.125.512;0.171867738702269;0;229.649.826.767.017;4;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;10640;misfire_05640;misfire;1
0;0;0;0;NaN;0;0;NaN;150.768.730.513.949;133.180.311.227.667;0;0;0;371.994.984.752.184;0.171713510771591;0;341.726.855.112.381;4;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;10641;misfire_05641;misfire;1
0;0;0;0;NaN;0;0;NaN;150.781.746.010.451;133.195.995.108.199;0;0;0;377.349.237.451.014;0.171752001170632;0;219.630.488.083.015;1;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;10642;misfire_05642;misfire;1
0;0;0;0;NaN;0;0;NaN;150.777.160.440.849;133.190.365.646.537;0;0;0;375.444.362.841.668;0.171738474007135;0;927.516.247.181.563;5;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;10643;misfire_05643;misfire;1
0;0;0;0;NaN;0;0;NaN;150.819.963.619.193;13.324.860.258.125;0;0;0;394.202.944.132.838;0.17186196114647;0;542.229.617.923.763;3;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;10644;misfire_05644;misfire;1
0;0;0;0;NaN;0;0;NaN;150.799.443.193.625;133.218.942.964.276;0;0;0;38.491.425.937.219;0.171803701879243;0;253.794.785.915.823;2;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;10645;misfire_05645;misfire;1
0;0;0;0;NaN;0;0;NaN;150.828.955.645.159;133.262.961.194.171;0;0;0;398.495.609.471.787;0.171886515528615;0;0.0562134684879634;1;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;10646;misfire_05646;misfire;1
0;0;0;0;NaN;0;0;NaN;150.809.517.096.385;133.233.027.952.207;0;0;0;389.395.251.937.802;0.171832606624871;0;546.963.149.366.674;4;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;10647;misfire_05647;misfire;1
0;0;0;0;NaN;0;0;NaN;150.777.264.202.924;133.190.491.734.182;0;0;0;375.487.236.614.155;0.171738780548292;0;596.606.170.229.674;3;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;10648;misfire_05648;misfire;1
0;0;0;0;NaN;0;0;NaN;150.809.157.516.395;13.323.251.043.459;0;0;0;38.923.283.056.998;0.17183158373651;0;578.978.246.716.301;2;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;10649;misfire_05649;misfire;1
0;0;0;0;NaN;0;0;NaN;150.764.255.756.272;13.317.511.796.792;0;0;0;370.189.864.813.281;0.171700219954571;0;410.889.630.388.999;4;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;10650;misfire_05650;misfire;1
0;0;0;0;NaN;0;0;NaN;15.076.964.559.261;133.181.385.134.925;0;0;0;372.366.277.541.467;0.171716225657744;0;93.901.588.511.579;1;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;10651;misfire_05651;misfire;1
0;0;0;0;NaN;0;0;NaN;150.828.368.998.439;133.261.993.898.267;0;0;0;398.210.687.371.263;0.171884938634129;0;473.514.701.764.371;4;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;10652;misfire_05652;misfire;1
0;0;0;0;NaN;0;0;NaN;150.826.684.756.333;133.259.241.667.349;0;0;0;39.739.662.015.741;0.171880390375963;0;903.037.940.558.694;4;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;10653;misfire_05653;misfire;1
0;0;0;0;NaN;0;0;NaN;150.763.791.479.673;133.174.584.543.568;0;0;0;370.003.554.189.003;0.171698839664185;0;937.292.124.244.224;3;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;10654;misfire_05654;misfire;1
0;0;0;0;NaN;0;0;NaN;150.806.440.340.979;133.228.636.566.774;0;0;0;38.801.162.271.202;0.171823831385074;0;502.274.319.490.617;2;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;10655;misfire_05655;misfire;1
0;0;0;0;NaN;0;0;NaN;150.766.958.582.614;133.178.243.356.838;0;0;0;371.278.119.319.104;0.171708250681426;0;786.454.148.333.553;1;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;10656;misfire_05656;misfire;1
0;0;0;0;NaN;0;0;NaN;15.076.102.439.357;13.317.142.575.013;0;0;0;368.896.859.253.662;0.171690608598;0;0.765215180215593;0;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;10657;misfire_05657;misfire;1
0;0;0;0;NaN;0;0;NaN;1.507.997.807.943;133.219.401.812.171;0;0;0;38.506.220.343.814;0.17180467802117;0;857.500.599.347.235;5;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;10658;misfire_05658;misfire;1
0;0;0;0;NaN;0;0;NaN;150.814.476.430.313;133.240.287.331.329;0;0;0;391.655.552.122.201;0.171846635102544;0;674.464.523.496.779;5;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;10659;misfire_05659;misfire;1
0;0;0;0;NaN;0;0;NaN;150.833.210.517.067;1.332.701.174.894;0;0;0;400.584.234.446.952;0.171897829406777;0;742.693.289.036.212;4;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;10660;misfire_05660;misfire;1
0;0;0;0;NaN;0;0;NaN;150.817.535.458.245;133.244.884.359.851;0;0;0;393.069.388.328.237;0.171855206930137;0;25.198.122.383.332;2;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;10661;misfire_05661;misfire;1
0;0;0;0;NaN;0;0;NaN;150.768.985.835.615;133.180.610.450.793;0;0;0;372.098.506.751.764;0.171714268380004;0;929.711.020.446.008;2;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;10662;misfire_05662;misfire;1
0;0;0;0;NaN;0;0;NaN;150.785.104.898.199;133.200.195.689.232;0;0;0;378.758.133.559.458;0.171761881280759;0;111.208.907.560.933;2;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;10663;misfire_05663;misfire;1
0;0;0;0;NaN;0;0;NaN;150.761.126.853.387;133.171.542.098.519;0;0;0;368.937.725.784.558;0.171690913510554;0;540.335.282.213.418;1;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;10664;misfire_05664;misfire;1
0;0;0;0;NaN;0;0;NaN;150.768.081.381.084;133.179.551.913.742;0;0;0;371.732.047.937.178;0.171711584238578;0;452.479.982.257.232;1;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;10665;misfire_05665;misfire;1
0;0;0;0;NaN;0;0;NaN;150.807.854.527.239;133.230.644.742.641;0;0;0;388.645.874.459.568;0.171827871133302;0;69.875.680.455.744;4;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;10666;misfire_05666;misfire;1
0;0;0;0;NaN;0;0;NaN;150.829.708.736.108;133.264.209.635.723;0;0;0;398.862.428.427.616;0.171888534056216;0;331.145.094.736.201;4;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;10667;misfire_05667;misfire;1
0;0;0;0;NaN;0;0;NaN;150.759.469.603.796;133.169.665.918.183;0;0;0;368.277.768.480.023;0.171685980497883;0;922.667.620.264.811;5;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;10668;misfire_05668;misfire;1
0;0;0;0;NaN;0;0;NaN;150.802.362.675.523;133.222.939.968.194;0;0;0;386.198.566.480.804;0.171812127553736;0;670.981.084.747.156;4;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;10669;misfire_05669;misfire;1
0;0;0;0;NaN;0;0;NaN;150.806.694.854.746;133.228.996.715.041;0;0;0;388.125.558.165.266;0.171824559196015;0;676.371.946.985.609;4;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;10670;misfire_05670;misfire;1
0;0;0;0;NaN;0;0;NaN;150.802.094.304.574;133.222.569.774.006;0;0;0;386.080.037.550.821;0.171811354556603;0;481.595.968.448.941;3;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;10671;misfire_05671;misfire;1
0;0;0;0;NaN;0;0;NaN;150.795.469.630.524;133.213.605.846.809;0;0;0;38.318.379.672.581;0.171792179607127;0;707.945.240.056.253;1;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;10672;misfire_05672;misfire;1
0;0;0;0;NaN;0;0;NaN;150.785.496.701.884;133.200.690.083.163;0;0;0;378.923.250.780.583;0.171763032035097;0;968.737.105.274.987;2;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;10673;misfire_05673;misfire;1
0;0;0;0;NaN;0;0;NaN;150.769.401.127.542;133.181.097.834.601;0;0;0;372.267.013.169.221;0.171715500479703;0;86.116.178.834.735;4;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;10674;misfire_05674;misfire;1
0;0;0;0;NaN;0;0;NaN;150.790.442.874.729;133.207.013.942.762;0;0;0;381.022.122.534.283;0.171777524799954;0;424.059.605.591.644;5;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;10675;misfire_05675;misfire;1
0;0;0;0;NaN;0;0;NaN;150.771.710.657.705;133.183.823.938.883;0;0;0;373.206.931.690.514;0.171722348132227;0;358.523.623.456.164;3;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;10676;misfire_05676;misfire;1
0;0;0;0;NaN;0;0;NaN;150.815.633.224.097;133.242.014.614.287;0;0;0;392.188.384.058.867;0.171849884418987;0;907.482.212.175.088;5;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;10677;misfire_05677;misfire;1
0;0;0;0;NaN;0;0;NaN;150.777.589.245.158;133.190.887.093.984;0;0;0;37.562.160.954.074;0.17173974068305;0;89.701.803.540.103;2;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;10678;misfire_05678;misfire;1
0;0;0;0;NaN;0;0;NaN;150.793.749.211.054;133.211.330.245.406;0;0;0;382.440.595.031.358;0.17178717319945;0;0.690422252550119;4;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;10679;misfire_05679;misfire;1
0;0;0;0;NaN;0;0;NaN;150.767.076.704.959;133.178.380.736.028;0;0;0;371.325.822.585.978;0.171708601456351;0;585.646.775.473.701;1;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;10680;misfire_05680;misfire;1
0;0;0;0;NaN;0;0;NaN;15.079.256.624.112;133.209.777.433.938;0;0;0;381.931.615.240.717;0.171783725052741;0;40.116.996.333.723;3;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;10681;misfire_05681;misfire;1
0;0;0;0;NaN;0;0;NaN;150.759.614.055.275;133.169.828.970.658;0;0;0;368.335.204.497.536;0.171686410572544;0;566.333.801.062.432;1;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;10682;misfire_05682;misfire;1
0;0;0;0;NaN;0;0;NaN;150.820.886.730.085;133.250.032.902.033;0;0;0;3.946.366.071.549;0.171864516412541;0;471.466.947.779.492;1;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;10683;misfire_05683;misfire;1
0;0;0;0;NaN;0;0;NaN;150.818.630.900.908;133.246.554.006.533;0;0;0;393.579.514.521.344;0.171858259764245;0;514.868.490.576.056;5;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;10684;misfire_05684;misfire;1
0;0;0;0;NaN;0;0;NaN;150.797.915.939.057;133.216.877.904.826;0;0;0;384.246.805.360.732;0.171799280307803;0;531.460.162.895.502;4;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;10685;misfire_05685;misfire;1
0;0;0;0;NaN;0;0;NaN;150.804.958.845.651;133.226.551.041.463;0;0;0;3.873.502.384.891;0.171819588392334;0;865.685.740.197.671;3;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;10686;misfire_05686;misfire;1
0;0;0;0;NaN;0;0;NaN;150.819.112.149.599;133.247.291.542.349;0;0;0;393.804.277.979.409;0.171859597983551;0;134.407.813.604.358;2;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;10687;misfire_05687;misfire;1
0;0;0;0;NaN;0;0;NaN;150.808.558.231.101;133.231.650.485.238;0;0;0;388.962.561.081.832;0.171829877354066;0;185.672.530.586.821;1;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;10688;misfire_05688;misfire;1
0;0;0;0;NaN;0;0;NaN;150.767.603.021.627;133.178.993.669.887;0;0;0;371.538.520.880.459;0.171710164193809;0;799.765.475.345.422;3;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;10689;misfire_05689;misfire;1
0;0;0;0;NaN;0;0;NaN;150.763.918.741.659;133.174.730.660.468;0;0;0;370.054.605.443.701;0.171699218035745;0;201.402.648.602.513;0;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;10690;misfire_05690;misfire;1
0;0;0;0;NaN;0;0;NaN;150.776.269.952.057;133.189.285.965.864;0;0;0;37.507.684.703.618;0.171735842465493;0;0.915865924909647;3;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;10691;misfire_05691;misfire;1
0;0;0;0;NaN;0;0;NaN;150.779.752.050.463;133.193.532.670.616;0;0;0;376.518.357.143.673;0.17174612425092;0;507.320.229.901.875;1;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;10692;misfire_05692;misfire;1
0;0;0;0;NaN;0;0;NaN;150.784.512.046.787;133.199.449.379.411;0;0;0;378.508.600.005.581;0.171760139325525;0;0.230459902747121;0;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;10693;misfire_05693;misfire;1
0;0;0;0;NaN;0;0;NaN;150.780.930.730.357;133.194.985.525.692;0;0;0;377.009.025.096.217;0.171749599248142;0;55.487.200.295.014;0;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;10694;misfire_05694;misfire;1
0;0;0;0;NaN;0;0;NaN;150.808.628.567.339;133.231.751.250.001;0;0;0;388.994.254.300.121;0.171830077730025;0;983.399.243.340.332;2;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;10695;misfire_05695;misfire;1
0;0;0;0;NaN;0;0;NaN;150.813.425.700.892;133.238.729.834.843;0;0;0;391.173.450.509.373;0.171843675857931;0;989.725.154.171.906;3;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;10696;misfire_05696;misfire;1
0;0;0;0;NaN;0;0;NaN;150.822.385.739.182;133.252.375.887.722;0;0;0;395.344.102.867.375;0.17186865031263;0;327.297.359.438.544;3;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;10697;misfire_05697;misfire;1
0;0;0;0;NaN;0;0;NaN;150.766.434.876.734;133.177.635.077.484;0;0;0;371.066.768.008.441;0.171706695287757;0;232.905.694.765.009;2;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;10698;misfire_05698;misfire;1
0;0;0;0;NaN;0;0;NaN;150.793.345.417.096;133.210.799.131.353;0;0;0;382.266.674.293.667;0.17178599672252;0;860.353.323.699.686;4;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;10699;misfire_05699;misfire;1
0;0;0;0;NaN;0;0;NaN;150.770.292.714;13.318.214.707.586;0;0;0;372.629.296.972.892;0.171718144877866;0;656.218.727.017.614;4;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;10700;misfire_05700;misfire;1
0;0;0;0;NaN;0;0;NaN;150.834.565.268.472;133.272.450.504.595;0;0;0;401.257.763.288.184;0.171901382585616;0;24.332.166.064.126;3;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;10701;misfire_05701;misfire;1
0;0;0;0;NaN;0;0;NaN;150.757.919.593.093;133.167.922.031.235;0;0;0;367.662.508.998.088;0.171681364557243;0;805.993.767.664.939;3;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;10702;misfire_05702;misfire;1
0;0;0;0;NaN;0;0;NaN;150.782.131.372.305;133.196.473.652.159;0;0;0;377.510.283.410.463;0.171753136000611;0;491.841.857.090.816;3;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;10703;misfire_05703;misfire;1
0;0;0;0;NaN;0;0;NaN;150.799.934.060.005;133.219.610.408.021;0;0;0;385.129.416.452.562;0.171805121022351;0;650.311.932.999.456;4;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;10704;misfire_05704;misfire;1
0;0;0;0;NaN;0;0;NaN;150.768.736.014.669;133.180.317.670.845;0;0;0;371.997.214.451.258;0.171713527094611;0;147.248.624.885.699;2;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;10705;misfire_05705;misfire;1
0;0;0;0;NaN;0;0;NaN;150.762.528.910.318;133.173.138.938.673;0;0;0;369.497.805.480.544;0.171695084923234;0;557.634.420.191.857;0;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;10706;misfire_05706;misfire;1
0;0;0;0;NaN;0;0;NaN;150.832.784.099.037;133.269.388.762.957;0;0;0;400.373.109.218.312;0.171896705861812;0;0.11883237691074;1;100;0;150;0;failure;4;74;74-11;AMM-74-11-00;CS-25.901;None;REPLACE_IGNITER_URGENT;AMM 74-11-01;NO_GO;Category-A;0;0;10707;misfire_05707;misfire;1
